"","new_class","N","Distance","bootsci_high","bootsci_low"
"1","dimension-age-physical",28325,0.599788172992057,0.605543689320388,0.594174757281553
"2","shape-color-material",6402,0.117931896282412,0.125898156825992,0.110121836925961
"3","value",3691,0.662693037117312,0.678136006502303,0.646979138444866
