nice	0.770588235294
major	0.607142857143
industrial	0.31375
useful	0.629166666667
civil	0.49
cheap	0.77125
deep	0.465
general	0.424
financial	0.272
individual	0.347647058824
agricultural	0.213125
blonde	0.295333333333
fine	0.625
expensive	0.697333333333
complete	0.460625
parliamentary	0.381578947368
funny	0.827777777778
outer	0.306315789474
voluntary	0.358181818182
northern	0.299285714286
common	0.58
positive	0.695833333333
political	0.3325
negative	0.597692307692
legal	0.320769230769
current	0.3045
simple	0.638571428571
internal	0.331818181818
best	0.667333333333
pure	0.569411764706
basic	0.531111111111
international	0.371428571429
local	0.506153846154
public	0.317058823529
minor	0.561333333333
european	0.314761904762
north	0.255
easy	0.742
normal	0.582941176471
far	0.659523809524
regional	0.278666666667
commercial	0.352
British	0.276470588235
environmental	0.389285714286
statutory	0.364545454545
important	0.7325
elderly	0.446315789474
significant	0.660714285714
excellent	0.716875
gross	0.840909090909
comfortable	0.747647058824
recent	0.424
enormous	0.629166666667
democratic	0.440555555556
necessary	0.575
solid	0.209090909091
boring	0.741
average	0.632307692308
inner	0.362222222222
practical	0.5645
technical	0.386111111111
future	0.479333333333
economic	0.368095238095
massive	0.515
specific	0.314
military	0.145714285714
senior	0.491052631579
difficult	0.792
