date,workerid,amount
Wed Oct 11 13:45:04 PDT 2017,A1A3TGZ7DKJWRW,0.3
Wed Oct 11 13:45:20 PDT 2017,A2OTDMCV8CZWML,0.3
Wed Oct 11 13:45:32 PDT 2017,A1QVNF19XSRSD7,0.3
Wed Oct 11 13:45:59 PDT 2017,A1Z2PN56VHHKNM,0.3
Wed Oct 11 13:47:17 PDT 2017,A16SAB417Y96G4,0.3
Wed Oct 11 13:50:11 PDT 2017,A2WLGVXAVT2XTR,0.3
Wed Oct 11 13:56:01 PDT 2017,A28PZF7KB8FL7Z,0.3
Wed Oct 11 14:02:48 PDT 2017,A3TS2NCBAB9L6V,0.3
Wed Oct 11 14:08:34 PDT 2017,A2BPBFN87X32NO,0.3
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
