date,workerid,amount
Fri Nov 24 13:00:57 PST 2017,A21H6PJDHFR74C,1.25
Fri Nov 24 13:01:57 PST 2017,A2MKUZ0K3S7NQU,1.25
Fri Nov 24 13:02:07 PST 2017,A3Q13VTPRIVFZS,1.25
Fri Nov 24 13:06:51 PST 2017,A3UTFL5JHRQCM1,1.25
Fri Nov 24 13:08:27 PST 2017,AVI7K876BV3QL,1.25
Fri Nov 24 13:10:09 PST 2017,A1DKVUTOBPQH11,1.25
Fri Nov 24 13:11:10 PST 2017,A12723JDRPT207,1.25
Fri Nov 24 13:13:47 PST 2017,ADCXF6QY5T046,1.25
Fri Nov 24 13:32:42 PST 2017,A3PQUGIQQBPR98,1.25
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
