workerid,language,enjoyment,gender,age,comments,asses,education
0,English,1,Female,25,,Confused,2
1,English,2,Female,34,,Yes,3
2,English,2,Female,32,,Yes,3
3,English,2,Male,34,Thank you for the survey.,Yes,1
4,english,2,Female,54,,Yes,3
5,Russian,2,Male,33,,Yes,4
6,english,2,Male,33,,Yes,3
7,English,2,Male,35,,Yes,2
8,english,1,Male,30,,Yes,1
