date,workerid,amount
Fri Nov 02 20:07:51 PDT 2018,A3HZXJA4G2P4G7,0.3
Fri Nov 02 20:09:51 PDT 2018,A2SY2N44N1RWVA,0.3
Fri Nov 02 20:18:28 PDT 2018,A3P2N1LCU1SIH7,0.3
Fri Nov 02 20:27:20 PDT 2018,A3B8DP6KHMP3OS,0.3
Fri Nov 02 20:32:17 PDT 2018,A1C7UV2UT2S9T7,0.3
Fri Nov 02 20:34:23 PDT 2018,A3IN27H57OSY73,0.3
Fri Nov 02 20:36:20 PDT 2018,AXYBTJM6YO30V,0.3
Fri Nov 02 20:45:49 PDT 2018,A2OROMUVBD1NVC,0.3
Fri Nov 02 21:03:40 PDT 2018,AH3YJUQYWTH8A,0.3
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
