workerid,language,enjoyment,gender,age,comments,asses,education
0,english,2,Male,42,no comments,Yes,3
1,english,2,Male,31,,No,3
2,English,2,Male,27,,Yes,3
3,English,1,Male,27,,No,1
4,English,1,Female,42,,Yes,3
5,English,2,Female,25,,No,2
6,English,1,Male,26,Thanks,Yes,2
7,English,2,Female,37,Fun survey,Yes,2
8,English,1,Female,31,,Yes,2
