workerid,language,enjoyment,gender,age,comments,asses,education
0,"English, Spanish",1,Male,25,,Yes,3
1,english,1,Female,3p,,Yes,3
2,ENGLISH,2,Female,27,NICE,Yes,4
3,English,2,Female,52,,Yes,2
4,english,1,Female,19,describe what objective and subjective mean ,Yes,1
5,English,2,Female,35,very interesting.,Yes,3
6,English,1,Female,36,,Yes,3
7,english,1,Female,36,It seemed straight forward. Thank you.,Yes,3
8,English,2,Female,27,nice.,Yes,4
