date,workerid,amount
Wed Oct 11 13:52:28 PDT 2017,A3ELD23VP27XJ6,0.3
Wed Oct 11 13:57:30 PDT 2017,A24DSECWUBZC0Z,0.3
Wed Oct 11 14:02:52 PDT 2017,A1LNGN131ARHZQ,0.3
Wed Oct 11 14:04:03 PDT 2017,A31BENEKICWUVP,0.3
Wed Oct 11 14:06:40 PDT 2017,ANT979UZZF7N0,0.3
Wed Oct 11 14:06:44 PDT 2017,A1V2QB96XYJLZ,0.3
Wed Oct 11 14:28:44 PDT 2017,A7T06JMP6BTDS,0.3
Wed Oct 11 14:38:43 PDT 2017,A1DINOR5IK1YC4,0.3
Wed Oct 11 14:59:46 PDT 2017,A1I9ZBV75AVWUS,0.3
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
