date,workerid,amount
Wed Oct 11 13:53:13 PDT 2017,A35JZAZK1L9D3Z,0.3
Wed Oct 11 13:55:55 PDT 2017,A1ZFALL67JHKJX,0.3
Wed Oct 11 14:00:04 PDT 2017,A2QMHQXR8K4VJ2,0.3
Wed Oct 11 14:00:06 PDT 2017,A3DFL72CC0P7UE,0.3
Wed Oct 11 14:01:12 PDT 2017,AZDA36CV0DWI1,0.3
Wed Oct 11 14:04:36 PDT 2017,A34ZULY6WMWR0D,0.3
Wed Oct 11 14:09:31 PDT 2017,A3PFJ6NJJQJDP3,0.3
Wed Oct 11 14:22:13 PDT 2017,A2OJ3HZHHI3TZM,0.3
Wed Oct 11 14:30:52 PDT 2017,A1TGV7LT6LTIQU,0.3
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
