workerid,language,enjoyment,gender,age,comments,asses,education
0,English ,2,Female,32,,Yes,3
1,ENGLISH,2,Female,42,,Yes,2
2,english,1,Female,22,,Yes,1
3,english,2,Male,63,would be nice to know how others rated the words.,Yes,-1
4,English,2,Female,33,,Yes,2
5,English,2,Male,61,,Yes,3
6,English,2,Male,30,,Yes,2
7,ENGLISH,1,Male,27,,Yes,2
8,English,2,Male,39,,Yes,3
