workerid,language,enjoyment,gender,age,comments,asses,education
0,English,1,Male,25,None,Yes,2
1,English,2,Male,29,,No,3
2,English,2,Female,35,,Yes,3
3,English,1,Male,38,no comments. Thanks,Yes,3
4,English,2,Female,31,,Yes,2
5,English,1,Female,33,,Yes,3
6,english,2,Male,42,,Yes,3
7,english,2,Female,42,,Yes,2
8,English,1,Male,39,,Confused,3
