date,workerid,amount
Wed Oct 11 13:45:48 PDT 2017,A10365ZAV58HLI,0.3
Wed Oct 11 13:48:18 PDT 2017,A2DNY7NY40WYWF,0.3
Wed Oct 11 13:52:26 PDT 2017,A1DUPOUC9RNU4L,0.3
Wed Oct 11 13:54:40 PDT 2017,A2YB684AX4TXD6,0.3
Wed Oct 11 13:57:04 PDT 2017,AK9XE112RZO6Q,0.3
Wed Oct 11 13:58:51 PDT 2017,A1M1TSMJB12177,0.3
Wed Oct 11 14:08:28 PDT 2017,A1DCKRRPA4AWVD,0.3
Wed Oct 11 14:10:58 PDT 2017,ABCNBEDISMEXV,0.3
Wed Oct 11 14:14:59 PDT 2017,A2VBNGKB2V7YRJ,0.3
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
