date,workerid,amount
Wed Oct 11 13:58:40 PDT 2017,AVCLG9XDXN0JV,0.3
Wed Oct 11 14:00:28 PDT 2017,A2E3SM3T01ENIR,0.3
Wed Oct 11 14:00:31 PDT 2017,A2MCRVU8I9VNHG,0.3
Wed Oct 11 14:00:42 PDT 2017,AT468RB7BWBQW,0.3
Wed Oct 11 14:02:25 PDT 2017,A2WD7K61WGL37E,0.3
Wed Oct 11 14:05:31 PDT 2017,A1YPKT2UPUQ464,0.3
Wed Oct 11 14:05:43 PDT 2017,A1ENY8KI7RDXMM,0.3
Wed Oct 11 14:06:55 PDT 2017,A1I05YTI67Y3QG,0.3
Wed Oct 11 14:42:46 PDT 2017,A3PB0KSWXYUEAY,0.3
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
