date,workerid,amount
Wed Oct 11 13:49:15 PDT 2017,A3MOHY42B7HDWU,0.3
Wed Oct 11 13:50:17 PDT 2017,ADVCIFLB5A9B,0.3
Wed Oct 11 13:51:20 PDT 2017,A237SO0Y2E3XFT,0.3
Wed Oct 11 13:52:39 PDT 2017,A1KH1O9AZ7S642,0.3
Wed Oct 11 13:53:49 PDT 2017,A143J3H0S644SM,0.3
Wed Oct 11 13:55:20 PDT 2017,A1XJ3038CPMHX,0.3
Wed Oct 11 14:00:32 PDT 2017,A1PTX4IB9R34LI,0.3
Wed Oct 11 14:01:45 PDT 2017,A3FY7A6Z3EVNRX,0.3
Wed Oct 11 14:02:23 PDT 2017,A3CAK26YRNTXDB,0.3
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
